word	pinyin	english	chinese	num_sentences_needed
反比	fan3 bi3	inversely proportional	与另一变量成反比例关系	2
反比	fan3 bi3	inverse ratio	表示反比例的比值或关系	7
赞助	zan4 zhu4	to support	出资或提供物资支持	7
赞助	zan4 zhu4	to assist	提供帮助或援助	7
赞助	zan4 zhu4	to sponsor	为活动或个人提供赞助	7
走路	zou3 lu4	to walk; to go on foot	用脚步行走	2
走路	zou3 lu4	to leave; to depart	离开某地或场所	6
走路	zou3 lu4	(informal) to clear off; to beat it	口语中叫人滚开的粗鲁用语	7
走路	zou3 lu4	(of sb who gets fired or resigns) to leave the job; to get out	离职或被迫离开工作岗位	7
丛林	cong2 lin2	jungle	热带或亚热带的茂密森林	7
