word	pinyin	english	chinese	num_sentences_needed
华侨	Hua2 qiao2	(in a restricted sense) Chinese emigrant who still retains Chinese nationality	仍保留中国国籍的海外移民	7
奖项	jiang3 xiang4	award; prize	评选或颁发的奖项名目	7
着手	zhuo2 shou3	to put one's hand to it	动手去做	7
着手	zhuo2 shou3	to start out on a task	开始着手处理事务	7
着手	zhuo2 shou3	to set out	开始实施或展开行动	2
停车场	ting2 che1 chang3	parking lot	供车辆停放的场地	7
停车场	ting2 che1 chang3	car park	供车辆停放的露天或立体场所	7
党派	dang3 pai4	political party	政党组织	7
党派	dang3 pai4	faction	组织内的派系分支	2
健身	jian4 shen1	to exercise	锻炼身体	7
