word	pinyin	english	chinese	num_sentences_needed
悲惨	bei1 can3	tragic	发生悲剧性遭遇或结局	6
灭绝	mie4 jue2	to become extinct; to die out	生物或物种彻底绝种	6
灭绝	mie4 jue2	to lose (sth abstract) completely	抽象事物完全消失丧失	6
通行	tong1 xing2	to go through; to pass through	通过某地或某处	1
通行	tong1 xing2	to be in general use	规则或事物被普遍使用	1
而后	er2 hou4	after that	在那之后	6
而后	er2 hou4	then	随后发生	1
进驻	jin4 zhu4	to enter and garrison	进入并驻守某地	6
进驻	jin4 zhu4	(fig.) to establish a presence in	在他处设立据点建立存在	6
聚	ju4	to assemble; to gather (transitive or intransitive)	集合，聚集在一起	6
