word	pinyin	english	chinese	num_sentences_needed
资助	zi1 zhu4	subsidy	用于援助的补助款项	7
走时	zou3 shi2	(of a watch or clock) to keep time	钟表或计时器正常计时运行	6
走时	zou3 shi2	(physics) propagation time	信号或信息传播所需时间	7
走时	zou3 shi2	travel time (of a wave)	波在介质中传播所用时间	7
赵	Zhao4	surname Zhao	赵姓	7
赵	Zhao4	one of the seven states during the Warring States period (476–220 BC)	战国时期的赵国	7
赵	Zhao4	the Former Zhao 前趙|前赵[Qian2 Zhao4] (304–329) and Later Zhao 後趙|后赵[Hou4 Zhao4] (319–350), states of the Sixteen Kingdoms	十六国时期的前赵与后赵政权	7
赵	zhao4	to surpass (old)	古义上表示超过或胜过	7
社交	she4 jiao1	interaction	人与人之间的交往互动	7
社交	she4 jiao1	social contact	与他人的接触或社交往来	2
