word	pinyin	english	chinese	num_sentences_needed
具体说明	ju4 ti3 shuo1 ming2	to specify	对事项作出具体说明	6
具体说明	ju4 ti3 shuo1 ming2	specific details	列出详细细节或要求	6
兆	Zhao4	surname Zhao	兆姓	6
凸显	tu1 xian3	to present clearly	清楚地呈现或显明出来	6
凸显	tu1 xian3	to give prominence to	强调或突显某事物的重要性	6
凸显	tu1 xian3	to magnify	放大或夸大细节和特征	6
凸显	tu1 xian3	clear and obvious	明显易见，毫无疑问的状态	6
招商	zhao1 shang1	to seek investment or funding	吸引投资或资金投放	6
招商	zhao1 shang1	investment promotion	招商引资的宣传或促销活动	6
指派	zhi3 pai4	to assign	委派任务或职责	6
