word	pinyin	english	chinese	num_sentences_needed
邀	yao1	to request	恳请或正式请求	7
邀	yao1	to intercept	拦截阻止他人前进	7
邀	yao1	to solicit	招揽或征求支持和生意	7
邀	yao1	to seek	寻求获取或争取某物	7
播	bo1	(bound form) to sow (seeds); to spread (ideas, rumors etc); to broadcast (radio signals etc)	播撒或传播种子、思想或信号	7
郑	Zheng4	Zheng, a Zhou-dynasty state in the vicinity of present-day Xinzheng 新鄭|新郑[Xin1 zheng4], a county-level city in Henan	周代的郑国，今河南新郑一带	7
郑	Zheng4	surname Zheng	郑姓	7
精选	jing1 xuan3	carefully chosen	经过精心挑选的	2
精选	jing1 xuan3	handpicked	亲自挑出的上等品	7
精选	jing1 xuan3	best of the bunch	同类中最优的选择	7
