word	pinyin	english	chinese	num_sentences_needed
夫	fu2	(initial particle, introduces an opinion)	句首语气词 用以引出观点或评论	7
日前	ri4 qian2	the other day	前些日子	7
日前	ri4 qian2	a few days ago	几天以前	2
方针	fang1 zhen1	policy	指导行动的政策或方略	2
方针	fang1 zhen1	guidelines	具体的操作或行为准则	7
认定	ren4 ding4	to maintain (that sth is true)	坚持某事为真	7
认定	ren4 ding4	to determine (a fact)	查明或确定事实	1
认定	ren4 ding4	determination (of an amount)	金额或数量的确定	7
认定	ren4 ding4	of the firm opinion	抱有坚定看法	7
认定	ren4 ding4	to believe firmly	坚信某事	7
