word	pinyin	english	chinese	num_sentences_needed
太阳	tai4 yang5	sun	太阳 天体中的恒星	8
太阳	tai4 yang5	sunlight; sunshine	日光 阳光照射	6
太阳	tai4 yang5	temple (on the side of the human head) (abbr. for 太陽穴|太阳穴[tai4 yang2 xue2])	头部两侧的太阳穴	8
清	Qing1	Qing (Wade-Giles: Ch'ing) dynasty of China (1644–1911)	中国历史上1644年至1911年的朝代	8
清	qing1	(of water etc) clear; clean	清澈透明或干净无杂质	8
清	qing1	quiet; still	环境或气氛平静安谧	8
清	qing1	pure; uncorrupted	纯洁或不受腐败侵蚀	8
清	qing1	clear; distinct	清楚明白，容易辨别	8
清	qing1	to clear; to settle (accounts)	结清账务或清算欠款	8
日子	ri4 zi5	a (calendar) date	日历上的某天	8
