word	pinyin	english	chinese	num_sentences_needed
翁	weng1	father	父亲	6
翁	weng1	father-in-law	配偶的父亲	6
翁	weng1	neck feathers of a bird (old)	鸟颈部的羽毛（旧称）	6
习惯自然	xi2 guan4 zi4 ran2	habit becomes nature (idiom); get used to something and it seems inevitable	习以为常后显得自然而然	6
习惯自然	xi2 guan4 zi4 ran2	second nature	成为类似本能的第二天性	6
恶作剧	e4 zuo4 ju4	practical joke	捉弄人的把戏	6
恶作剧	e4 zuo4 ju4	prank	顽皮的恶作	6
恶作剧	e4 zuo4 ju4	to play a practical joke	捉弄他人，做恶作剧	6
老朋友	lao3 peng2 you5	old friend	长久交往的朋友	6
老朋友	lao3 peng2 you5	(slang) period	俚语中指月经	6
