word	pinyin	english	chinese	num_sentences_needed
同志	tong2 zhi4	(slang) homosexual	（口）同性恋者的俗称	8
意识	yi4 shi2	consciousness; awareness	具有感知或主观觉察的状态	3
意识	yi4 shi2	(usu. followed by 到[dao4]) to be aware of; to realize	注意到或认识到某事物	6
不了	bu4 le5	no thanks (used to politely but informally decline)	礼貌地表示谢绝或不用	8
不了	bu4 liao3	(as a resultative verb suffix) unable to (do sth)	作为补语表示不能完成或做不成	8
不了	bu4 liao3	(pattern: {verb} + 個|个[ge5] + ~) without end; incessantly	表示动作持续不断或无休止	8
不大	bu4 da4	not very	程度不高，不很显著	8
不大	bu4 da4	not too	不是很，表示轻微否定	8
不大	bu4 da4	not often	不常发生，罕见	8
远	yuan3	far	空间上距离遥远	8
