word	pinyin	english	chinese	num_sentences_needed
延伸	yan2 shen1	to spread	扩展传播或蔓延	7
延续	yan2 xu4	to continue	继续进行不间断	7
延续	yan2 xu4	to go on	接着发生或延展	7
延续	yan2 xu4	to last	保持一段时间不终止	7
花园	hua1 yuan2	garden (for flowers, ornamental plants etc); (landscaped) park; yard with decorative plants	种植花卉的园地或公园	2
保护人	bao3 hu4 ren2	guardian	对他人有法律保护责任的人	7
保护人	bao3 hu4 ren2	carer	照料或护理他人的人	7
保护人	bao3 hu4 ren2	patron	提供赞助或庇护的人	7
奖金	jiang3 jin1	premium	额外支付的补贴或津贴	7
奖金	jiang3 jin1	award money	作为奖项发放的金钱	7
