word	pinyin	english	chinese	num_sentences_needed
震撼	zhen4 han4	to shake	强烈摇动或震动	7
震撼	zhen4 han4	to shock	使人感到震惊或感动	7
震撼	zhen4 han4	to stun	使人惊愕失神	7
震撼	zhen4 han4	shocking	令人震惊或感动的	7
震撼	zhen4 han4	stunning	令人惊叹或深受触动的	7
震撼	zhen4 han4	shock	震动或强烈冲击的感觉	7
口径	kou3 jing4	bore; caliber; diameter; aperture	枪管或管道的内径口径	7
口径	kou3 jing4	(fig.) stance (on an issue); version (of events); account; narrative; line	（比喻）对某事的立场或说法版本	7
总台	zong3 tai2	front desk	机构或酒店的前台柜台	7
总台	zong3 tai2	reception desk	接待咨询的服务台	7
