word	pinyin	english	chinese	num_sentences_needed
血	xue4	blood	血液	8
血	xue4	colloquial pr. [xie3]	血液	8
刺激	ci4 ji1	to provoke; to irritate; to upset; to stimulate; to excite	激发反应或引起不快与兴奋	7
装备	zhuang1 bei4	to equip	为人员或机构配备所需设备	8
装备	zhuang1 bei4	to outfit	为特定用途配置全部器材	8
房	fang2	house	房屋住宅	8
房	fang2	room	房间或室内隔间	8
房	fang2	branch of an extended family	大家庭中的分支或支系	8
房	fang2	classifier for family members (or concubines)	用于计家庭成员或妾的量词	8
韩	Han2	Han, one of the Seven Hero States of the Warring States 戰國七雄|战国七雄	战国时期的韩国古国	8
