word	pinyin	english	chinese	num_sentences_needed
增多	zeng1 duo1	to grow in number	数量逐渐增多	2
坏事	huai4 shi4	bad thing; misdeed	不好的事情或恶行	7
坏事	huai4 shi4	to ruin things	把事情弄糟或破坏局面	7
壳	ke2	(coll.) shell (of an egg, nut, crab etc)	蛋、坚果、螃蟹等的壳	7
壳	ke2	case; casing; housing (of a machine or device)	机器或设备的外壳	7
壳	qiao4	(bound form) shell	动物或物体的坚硬外壳	7
寿命	shou4 ming4	life span	寿命长度	7
寿命	shou4 ming4	life expectancy	平均预期寿命	7
寿命	shou4 ming4	lifetime (of a machine)	机器或产品的使用寿命	7
每人	mei3 ren2	each person	每个人，各自一人	7
