word	pinyin	english	chinese	num_sentences_needed
加以	jia1 yi3	(used before a disyllabic verb to indicate that the action of the verb is applied to sth or sb previously mentioned)	置于双音动词前表示对前述对象施为	2
加以	jia1 yi3	to apply (restrictions etc) to (sb)	对某人施加限制或措施	7
加以	jia1 yi3	to give (support, consideration etc) to (sth)	给予某事物支持或考虑	7
走你	zou3 ni3	(neologism c. 2012) (interjection of encouragement) Let’s do this!	表示开始行动的口语感叹	7
走你	zou3 ni3	Come on, you can do this!	鼓励对方去做某事的喊话	7
取代	qu3 dai4	to replace	代替原有事物或人	7
取代	qu3 dai4	to supersede	取而代之并胜过原有者	7
取代	qu3 dai4	to supplant	排挤使原有者失势	2
取代	qu3 dai4	(chemistry) substitution	化学中的置换或取代反应	7
赴	fu4	to go	前往	7
