word	pinyin	english	chinese	num_sentences_needed
体系	ti3 xi4	system	由若干部分组成的有组织系统	3
体系	ti3 xi4	setup	构成或安排事物的组织与设置	8
状况	zhuang4 kuang4	condition; state; situation	具体存在的情况或情形	3
倒	dao3	to fall; to collapse; to lie horizontally	倒下或躺倒	8
倒	dao3	to fail; to go bankrupt	企业或个人破产倒闭	8
倒	dao3	to overthrow	推翻政权或使颠覆	8
倒	dao3	to change (trains or buses)	换乘公共交通工具	8
倒	dao3	to move around	搬动或转移位置	8
倒	dao3	to resell at a profit	低买高卖倒卖牟利	8
倒	dao4	to invert; to place upside down or frontside back	颠倒放置，上下颠倒	8
