word	pinyin	english	chinese	num_sentences_needed
比年	bi3 nian2	(literary) every year; year after year	（文言）年复一年，每年	6
比年	bi3 nian2	(literary) in recent years	（文言）近年，近年来	6
公	gong1	public	属于公众或面向大众的	7
公	gong1	collectively owned	为集体或国家所有的	7
公	gong1	common	普通的，非特殊的	7
公	gong1	international (e.g. high seas, metric system, calendar)	属于国际共同领域或国际通用的	7
公	gong1	make public	公开宣布或使众所周知	7
公	gong1	fair	公平公正，不偏不倚	7
公	gong1	just	合情合理或正当的品行	7
公	gong1	Duke, highest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]	五等爵位中最高的公爵	7
