word	pinyin	english	chinese	num_sentences_needed
拿出	na2 chu1	to come up with (evidence)	拿出证据或材料以证明	7
补偿	bu3 chang2	to compensate	赔偿损失或补偿损害	7
补偿	bu3 chang2	to make up	弥补不足或补足差额	7
堂	tang2	(main) hall	正厅或大堂	7
堂	tang2	large room for a specific purpose	供特定用途的大房间	7
堂	tang2	relationship between cousins etc on the paternal side of a family	父系旁系的亲属称谓用法	7
堂	tang2	of the same clan	属于同一宗族或家族	7
堂	tang2	classifier for classes, lectures etc	用于计数课堂或讲座的量词	7
堂	tang2	classifier for sets of furniture	用于计数成套家具的量词	7
坚定	jian1 ding4	steady	稳定可靠	7
