word	pinyin	english	chinese	num_sentences_needed
逼	bi1	to press for	催促或强烈要求	8
逼	bi1	to extort	通过威胁勒索财物或好处	8
逼	bi1	to press on towards	向某处推进并逼近	8
逼	bi1	to press up to	紧压到接近的位置	8
逼	bi1	to close in on	逐步接近并包围目标	8
逼	bi1	euphemistic variant of 屄[bi1]	女性外阴的委婉说法	8
入	ru4	to enter; to go into	进入某地或某场所	8
入	ru4	to join; to become a member of	加入组织或成为成员	8
入	ru4	(bound form) to conform to (as in 入時|入时[ru4 shi2])	符合或适应某种规范或潮流	8
入	ru4	"(on product packaging, after {number n} + {classifier}) containing (n pieces) (from Japanese 入 ""iri"")"	表示包装内含一定数量的物品	8
