word	pinyin	english	chinese	num_sentences_needed
许多	xu3 duo1	a lot of	大量的	9
许多	xu3 duo1	much	诸多的	9
教育	jiao4 yu4	to educate	培养人的智力品德与能力	9
教育	jiao4 yu4	education	系统的教育制度或过程	3
开	kai1	to open (transitive or intransitive)	打开或开启	9
开	kai1	(of ships, vehicles, troops etc) to start	起航出发或启程	9
开	kai1	to turn on; to put in operation; to operate; to run	开启设备并使其运转	9
开	kai1	to boil	煮沸使水等沸腾	9
开	kai1	to write out (a prescription, check, invoice etc)	开具处方或票据账单	9
开	kai1	(directional complement) away; off	表示离开或远离	9
