word	pinyin	english	chinese	num_sentences_needed
而已	er2 yi3	nothing more	没有更多	8
听说	ting1 shuo1	to hear (sth said)	听到有人说起某事	3
听说	ting1 shuo1	one hears (that)	据传闻听来的说法	8
听说	ting1 shuo1	hearsay	未经证实的传闻或消息	8
听说	ting1 shuo1	listening and speaking	听与说两种语言活动或技能	8
怀疑	huai2 yi2	to doubt (sth); to be skeptical of	对某事抱怀疑态度不轻信	8
怀疑	huai2 yi2	to have one's doubts; to harbor suspicions; to suspect that	对某人或情况心存疑虑或猜测	8
议员	yi4 yuan2	member (of a legislative body)	立法机构的成员	8
议员	yi4 yuan2	representative	代表选民行使职权的人	3
资产	zi1 chan3	property	财产或所有物	3
