word	pinyin	english	chinese	num_sentences_needed
看上去	kan4 shang5 qu5	it would appear	看来	7
看上去	kan4 shang5 qu5	it seems (that)	似乎	7
反间	fan3 jian4	to feed the enemy misinformation through their own spies	用己方间谍向敌方提供假情报	7
反间	fan3 jian4	to sow discord in the enemy camp	在敌方内部散布谣言挑拨离间	7
跨国	kua4 guo2	transnational	跨越国界的性质或行为	7
跨国	kua4 guo2	multinational	涉及多个国家的活动或组织	7
摘要	zhai1 yao4	summary	概括性的总结	7
摘要	zhai1 yao4	abstract	学术论文的摘要	7
适宜	shi4 yi2	suitable	适合某用途或条件	7
适宜	shi4 yi2	appropriate	合乎需要或场合的选择	7
