word	pinyin	english	chinese	num_sentences_needed
仔	zi3	(bound form) (of domestic animals or fowl) young	幼小的动物或家禽	6
仔	zi3	(bound form) fine; detailed	细致的	6
屎	shi3	feces; excrement; a stool	粪便，大便	6
屎	shi3	(bound form) secretion (of the ear, eye etc)	体腔或器官的分泌物	6
幼稚	you4 zhi4	young	年龄或心智显得幼嫩	6
幼稚	you4 zhi4	childish	行为或言语像孩子般单纯	6
幼稚	you4 zhi4	puerile	思想或做法不够成熟幼稚	6
强国	Qiang2 guo2	(ironically) mainland China (Taiwan & Hong Kong usage)	台湾或香港口语中讽称大陆中国	6
强国	qiang2 guo2	powerful country	国力强大的国家	1
彩虹	cai3 hong2	rainbow	天空中的七色弧线	6
