word	pinyin	english	chinese	num_sentences_needed
合计	he2 ji4	to consider	综合考虑或计入在内	6
同等	tong2 deng3	equal to	与之在程度或价值上相等	6
同等	tong2 deng3	having the same social class or status	社会地位或等级相同	1
逃走	tao2 zou3	to escape	摆脱控制或追捕后离开现场	6
逃走	tao2 zou3	to flee	迅速离去以免受伤害或惩罚	6
逃走	tao2 zou3	to run away	离家或逃离环境以逃避责任	6
呐	na4	battle cry	战场上或集会中的号召喊声	6
呐	na5	sentence-final particle (abbr. for 呢啊[ne5 a5] or variant of 哪[na5])	句末的语气助词表示发问或强调	6
翼	Yi4	surname Yi	翼姓	6
翼	Yi4	alternative name for 絳|绛[Jiang4], the capital of the Jin State during the Spring and Autumn Period (770–475 BC)	春秋时期晋国都城绛的别称	6
