word	pinyin	english	chinese	num_sentences_needed
发卷	fa4 juan3	curl (of hair)	头发的卷曲部分，发束卷曲	6
弯曲	wan1 qu1	to bend	使成弯形的动作	6
弯曲	wan1 qu1	to curve around	绕过障碍沿曲线行进	6
弯曲	wan1 qu1	curved	呈弯状的，非笔直	6
弯曲	wan1 qu1	crooked	歪斜不正的形状或状态	6
弯曲	wan1 qu1	to wind	沿曲线延伸或盘绕前进	6
弯曲	wan1 qu1	to warp	因受力或热应变而产生变形	6
来电	lai2 dian4	incoming telephone call (or telegram)	打入的电话或电报	6
来电	lai2 dian4	to have an instant attraction to sb	对某人瞬间产生强烈吸引	6
来电	lai2 dian4	(of electricity, after an outage) to come back	电力或电源恢复	6
