word	pinyin	english	chinese	num_sentences_needed
上线	shang4 xian4	to go online; to put sth online	通过网络上线或发布上线服务	7
上线	shang4 xian4	to reach a specific standard	达到规定或要求的标准	7
上线	shang4 xian4	to put into production	产品投入生产线或投产	7
上线	shang4 xian4	handler (person who oversees and directs the activities of another person in a gang, spy ring etc)	组织中负责指挥或联络的人	7
上课	shang4 ke4	to go to class	去上课	7
上课	shang4 ke4	to attend class	参加课堂学习	7
上课	shang4 ke4	to go to teach a class	进行授课	2
上水	Shang4 shui3	Sheung Shui (area in Hong Kong)	香港的上水地区	7
上水	shang4 shui3	upper reaches (of a river)	河流的上游水域	7
上水	shang4 shui3	to go upstream	向河流上游行进	7
