word	pinyin	english	chinese	num_sentences_needed
实体	shi2 ti3	entity	独立存在的实体或单位	7
实体	shi2 ti3	substance	有形的物质或实物	5
实体	shi2 ti3	thing that has a material existence (as opposed to a conceptual, virtual or online existence)	具有物质存在而非概念性的事物	7
实体	shi2 ti3	the real thing (as opposed to an image or model of it)	真实本体而非其影像或模型	7
宝贝	bao3 bei4	treasured object	珍藏的物品	7
宝贝	bao3 bei4	treasure	珍贵之物	7
宝贝	bao3 bei4	darling	亲昵称呼的爱人或孩子	7
宝贝	bao3 bei4	baby	婴儿	7
宝贝	bao3 bei4	cowry	古代作货币的海贝	7
宝贝	bao3 bei4	good-for-nothing or queer character	无用或古怪的人	7
