word	pinyin	english	chinese	num_sentences_needed
大类	da4 lei4	main type	主要类型或品类	7
大类	da4 lei4	main class	事物的主要类目或门类	7
大类	da4 lei4	main category	按大范畴划分的类别	7
分外	fen4 wai4	exceptionally	格外地，特别	2
分外	fen4 wai4	not one's responsibility or job	不属于自己的责任或工作	6
己	ji3	self	自己，本人或自身	7
己	ji3	oneself	用作反身代词的自己本身	7
己	ji3	sixth of the ten Heavenly Stems 十天干[shi2 tian1 gan1]	十天干的第六位	7
己	ji3	sixth in order	按顺序排列的第六位	7
己	ji3	"letter ""F"" or Roman ""VI"" in list ""A, B, C"", or ""I, II, III"" etc"	表示第六项的编号符号或字母	7
