word	pinyin	english	chinese	num_sentences_needed
发票	fa1 piao4	invoice; receipt; bill	交易或收款的凭证	6
发票	fa1 piao4	uniform invoice (abbr. for 統一發票|统一发票[tong3 yi1 fa1 piao4])	统一格式的税务发票	6
胜负	sheng4 fu4	victory or defeat	胜败的判定或输赢关系	1
胜负	sheng4 fu4	the outcome of a battle	战斗或比赛的结局	6
误差	wu4 cha1	difference	两者之间的差别或偏差	6
误差	wu4 cha1	error	测量或计算的误差	1
误差	wu4 cha1	inaccuracy	不准确性或偏离标准	6
发贴	fa1 tie1	to stick sth up (on the wall)	在墙面上贴出公告或告示	6
发贴	fa1 tie1	to post (on a noticeboard or website)	在公告栏或网站上发布帖子	6
白吃	bai2 chi1	to eat without paying	吃而不付账	6
