word	pinyin	english	chinese	num_sentences_needed
联手	lian2 shou3	to act together	携手合作行动	6
应用程序	ying4 yong4 cheng2 xu4	(computing) program	软件中的程序段或代码	6
应用程序	ying4 yong4 cheng2 xu4	application	面向用户的应用软件	6
应手	ying4 shou3	to handle	能轻松上手处理	6
应手	ying4 shou3	convenient	合手适用方便好用	6
过往	guo4 wang3	to have friendly relations with	与人保持友好来往	6
过往	guo4 wang3	in the past	在过去的时间里	6
问道	wen4 dao4	to ask the way	询问道路或行路方向	6
问道	wen4 dao4	to ask	请教学问或技艺向人请教	6
达不到	da2 bu4 dao4	cannot achieve	无法完成或实现既定目标与要求	6
