word	pinyin	english	chinese	num_sentences_needed
主办	zhu3 ban4	to host (a conference or sports event)	主办会议或体育赛事	7
经济情况	jing1 ji4 qing2 kuang4	economic situation	经济形势或状况	7
经济情况	jing1 ji4 qing2 kuang4	one's socio-economic status	个人的社会经济地位	7
脱	tuo1	to shed	脱落	7
脱	tuo1	to take off	脱去衣物或附着物	7
脱	tuo1	to escape	逃脱追捕或束缚	7
脱	tuo1	to get away from	摆脱某种状态或责任	7
夜	ye4	night	夜晚，夜间	7
无着	Wu2 zhuo2	Asanga (Buddhist philosopher, c. 4th century AD)	古印度佛教学者阿僧伽	7
无着	wu2 zhuo2	(of income etc) to be unassured; to lack a reliable source	收入来源不稳定或无保障	6
