word	pinyin	english	chinese	num_sentences_needed
里约	Li3 yue1	Rio	巴西里约热内卢	7
里约	li3 yue1	agreement between the residents of a 里[li3], an administrative district under a city or town (Tw)	城镇里居民之间的协议	7
如同	ru2 tong2	like	用于比喻表示相似	2
如同	ru2 tong2	as	表明与…相同或一致	7
安全问题	an1 quan2 wen4 ti2	safety issue	涉及人身或设备安全的隐患	7
安全问题	an1 quan2 wen4 ti2	security issue	与安保或国家安全相关的问题	7
定位	ding4 wei4	to orientate	确定方位或朝向	5
定位	ding4 wei4	to position	把某物或某人放置在合适位置	3
定位	ding4 wei4	to categorize (as)	将事物归类为某一类别	7
定位	ding4 wei4	to characterize (as)	把事物描述为具有某种特征	2
