word	pinyin	english	chinese	num_sentences_needed
丑	Chou3	surname Chou	丑姓	7
丑	chou3	clown	小丑或滑稽角色	7
丑	chou3	2nd earthly branch: 1-3 a.m., 12th solar month (6th January to 3rd February), year of the Ox	地支第二位 指凌晨一至三点及农历腊月	7
丑	chou3	ancient Chinese compass point: 30°	古代罗盘上的三十度方位	7
丑	chou3	shameful	可耻的，道德上不光彩的	7
丑	chou3	ugly	外表丑陋，不好看的	7
丑	chou3	disgraceful	丢人现眼的，有损名誉的	7
东风	dong1 feng1	easterly wind	来自东方的风	7
东风	dong1 feng1	spring breeze	春天的和煦风	2
东风	dong1 feng1	(fig.) revolutionary momentum; favorable circumstances	比喻顺利或有利的形势与势头	7
