word	pinyin	english	chinese	num_sentences_needed
台西	Tai2 xi1	Taixi or Taihsi township in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4], Taiwan	台湾云林县的台西乡	6
树林	Shu4 lin2	Shulin city in New Taipei City 新北市[Xin1 bei3 shi4], Taiwan	台湾新北市的树林区	6
树林	shu4 lin2	woods	较稀疏的林地或小树林	1
树林	shu4 lin2	grove	由许多树木组成的果园或林带	6
树林	shu4 lin2	forest	大片树木覆盖的森林	6
呃	e4	(exclamation)	表示犹豫或短促发声的感叹词	6
呃	e4	to hiccup	打嗝	6
润	run4	moist; glossy; sleek	湿润有光泽的状态	6
润	run4	to moisten; to lubricate	使表面湿润或加以润滑	6
润	run4	to embellish; to enhance	修饰润色以增添美感	6
