word	pinyin	english	chinese	num_sentences_needed
上下	shang4 xia4	"before and after (as in 上下文[shang4 xia4 wen2] ""context"")"	事物的前后关系或上下文	7
上下	shang4 xia4	(used after a quantity) approximately; ... or so	表示数量大约或左右	6
上下	shang4 xia4	"(in a social hierarchy) the high and the low; seniors and juniors (as in 上下和睦[shang4 xia4 he2 mu4] ""harmony between superiors and subordinates"")"	上下级或尊卑关系	5
上下	shang4 xia4	"all members of a group (as in 舉國上下|举国上下[ju3 guo2 shang4 xia4] ""the entire nation"")"	全体成员或整个范围	7
上下	shang4 xia4	"relative superiority (as in 不相上下[bu4 xiang1 shang4 xia4] ""evenly matched"")"	互相不分高下	7
替代	ti4 dai4	to substitute for	以他物代替原有之物	7
替代	ti4 dai4	to replace	替换并取代原有角色或地位	7
替代	ti4 dai4	to supersede	取而代之使原事物不再适用	7
上进	shang4 jin4	to make progress	取得进步或提高	4
上进	shang4 jin4	to do better	变得更好，改善表现	7
