word	pinyin	english	chinese	num_sentences_needed
扇	shan1	to fan	摇动扇子使空气流通	6
扇	shan1	to slap sb on the face	用手掌打别人的面部	6
扇	shan4	fan	手持的扇状器具	6
扇	shan4	sliding, hinged or detachable flat part of sth	器物上可滑动或可拆卸的平板部分	6
扇	shan4	classifier for doors, windows etc	用于门窗等的量词	6
大雨	da4 yu3	heavy rain	降水量很大的强降雨	1
日神	Ri4 shen2	the Sun God	太阳的神祇	6
日神	Ri4 shen2	Apollo	古希腊太阳神阿波罗	6
词语	ci2 yu3	word (general term including monosyllables through to short phrases)	单字或短语的总称	1
词语	ci2 yu3	term (e.g. technical term)	专门领域的术语	6
