word	pinyin	english	chinese	num_sentences_needed
文明	wen2 ming2	civilized	有礼貌、有教养的状态	8
文明	wen2 ming2	culture	人类的文化习俗与精神成就	8
中华	Zhong1 hua2	"Zhonghua, historical and cultural term for China, often used to denote Chinese civilization and identity (as in 中華文化|中华文化[Zhong1 hua2 wen2 hua4] ""Chinese culture"")"	指中国及其文化的称谓	3
某	mou3	some	某些，不特定的	8
某	mou3	a certain	某一特定但未指明的	8
某	mou3	sb or sth indefinite	指不明确的某人或某物	8
某	mou3	such-and-such	表示诸如此类的	8
今	jin1	now	现在	8
今	jin1	the present time	当下的时期或当前时刻	8
今	jin1	current	当前的，现时的	8
