word	pinyin	english	chinese	num_sentences_needed
军营	jun1 ying2	barracks	士兵居住的营房	1
军营	jun1 ying2	army camp	军队集结训练的营地	6
军体	jun1 ti3	military sports	军队的体育竞技项目	6
军体	jun1 ti3	military fitness (curriculum etc)	军事体能训练课程	6
德先生	De2 xian1 sheng5	"""Mr Democracy"", phrase used during the May 4th Movement 五四運動|五四运动[Wu3 si4 Yun4 dong4]"	五四运动中用以代称民主的称呼	6
栖息	qi1 xi1	(of a bird) to perch	鸟类停栖或落脚	6
栖息	qi1 xi1	(of creatures in general) to inhabit; to dwell	居住于某处	6
可知	ke3 zhi1	evidently	可被推断或可以知道	6
可知	ke3 zhi1	clearly	清楚明白毫无含糊	6
可知	ke3 zhi1	no wonder	不奇怪情理之中	6
