word	pinyin	english	chinese	num_sentences_needed
宋	Song4	Song of the Southern Dynasties (420–479) 南朝宋[Nan2 chao2 Song4]	南朝宋（420至479年）	7
容量	rong2 liang4	capacity	容纳能力或最大承载量	2
容量	rong2 liang4	volume	物体或空间的体积大小	2
容量	rong2 liang4	quantitative (science)	以数量测定为主的科学范畴	7
有作用	you3 zuo4 yong4	effective	有效，能起到作用	7
有作用	you3 zuo4 yong4	to have impact	对情况产生影响或后果	7
关怀	guan1 huai2	care	对他人的照顾和关心	7
关怀	guan1 huai2	solicitude	体贴入微的关照或牵挂	6
关怀	guan1 huai2	to show care for	表现出关心或照料他人	7
关怀	guan1 huai2	concerned about	对某人或某事表示关切	7
