word	pinyin	english	chinese	num_sentences_needed
卧室	wo4 shi4	bedroom	供人睡眠的房间	6
自有	zi4 you3	(I, they etc) of course have (a plan, a way etc)	自然有办法或筹划	6
自有	zi4 you3	one's own (apartment, brand etc)	属于自己的物品或产权	6
炼	lian4	to refine	提纯或精制物质	6
炼	lian4	to smelt	用高温熔炼金属	6
小数	xiao3 shu4	small figure	数值较小的数字	6
小数	xiao3 shu4	small amount	数量上很少的一部分	6
小数	xiao3 shu4	the part of a number to the right of the decimal point (or radix point)	小数点右侧的数位部分	6
小数	xiao3 shu4	fractional part of a number	数字的小数或分数成分	6
小数	xiao3 shu4	number between 0 and 1	介于零与一之间的数	6
