word	pinyin	english	chinese	num_sentences_needed
味道	wei4 dao5	(dialect) smell; odor	气味方言用法	7
哇	wa1	Wow!	表示惊讶或感叹的语气词	7
哇	wa1	sound of a child's crying	幼儿哭泣的拟声	7
哇	wa1	sound of vomiting	呕吐时的拟声	7
哇	wa5	"replaces 啊[a5] when following the vowel ""u"" or ""ao"""	在'u'或'ao'后代替'啊'的语气助词	7
听来	ting1 lai2	to sound (old, foreign, exciting, right etc)	听起来带有某种特征或色彩	7
听来	ting1 lai2	to ring (true)	听起来真实可信符合常识	7
听来	ting1 lai2	to sound as if (i.e. to give the listener an impression)	给人……的印象或听觉感受	7
听来	ting1 lai2	to hear from somewhere	从某处听说或得到消息	7
道理	dao4 li5	reason	事物内在的道理或自然发展规律	5
