word	pinyin	english	chinese	num_sentences_needed
天真	tian1 zhen1	artless	不做作自然质朴	6
正方向	zheng4 fang1 xiang4	forward direction	向前的方向	6
正方向	zheng4 fang1 xiang4	(math.) positive direction	数学上取正的方向	6
历来	li4 lai2	always	自古以来一贯如此	1
历来	li4 lai2	throughout (a period of time)	在整个时期始终存在	6
历来	li4 lai2	(of) all-time	历来向来有此惯例	6
杀戮	sha1 lu4	to massacre	大规模屠杀，残忍地大量杀害	6
杀戮	sha1 lu4	to slaughter	无情地屠宰或灭绝生命	6
活用	huo2 yong4	to apply (knowledge etc) creatively and flexibly	灵活运用知识技能	6
活用	huo2 yong4	to use a word flexibly (e.g. a noun as an adjective)	灵活把词用作不同词类	6
