word	pinyin	english	chinese	num_sentences_needed
上门	shang4 men2	to visit	到别人家中正式拜访	1
上门	shang4 men2	to lock a door	把门锁上，锁闭房门	6
上门	shang4 men2	(of a shop) to close	（店铺）关闭停止营业	6
上门	shang4 men2	to go and live with one's wife's family, in effect becoming a member of her family	入赘到妻家居住成为女方家庭成员	5
实事求是	shi2 shi4 qiu2 shi4	fig. to be practical and realistic	按事实和实际情况办事	6
世间	shi4 jian1	world	人间世俗的世界	6
世间	shi4 jian1	earth	地球上或世俗中的处所	1
宝石	bao3 shi2	precious stone; gem	贵重的宝石	6
阵容	zhen4 rong2	troop arrangement	部队或队伍的编排方式	1
阵容	zhen4 rong2	battle formation	作战时的队形与阵列	6
