word	pinyin	english	chinese	num_sentences_needed
精准	jing1 zhun3	precise	能把握细微差别的精确性	6
精准	jing1 zhun3	precision	测量或表述的精确度	6
纪念日	ji4 nian4 ri4	day of commemoration	纪念某事的日子	6
纪念日	ji4 nian4 ri4	memorial day	国家或团体的纪念日	6
金山	Jin1 shan1	Jinshan suburban district of Shanghai	上海的金山区	6
金山	Jin1 shan1	Jinshan or Chinshan township in New Taipei City 新北市[Xin1 bei3 shi4], Taiwan	台湾新北市的金山镇	6
细致	xi4 zhi4	delicate	精巧细腻	1
细致	xi4 zhi4	fine	关注细节并周到处理	1
细致	xi4 zhi4	careful	做事谨慎而细心	6
细致	xi4 zhi4	meticulous	一丝不苟地处理事务	6
