word	pinyin	english	chinese	num_sentences_needed
蛋白	dan4 bai2	protein	构成生物体的蛋白质	6
蛋白	dan4 bai2	albumen	蛋清里的可溶性白质成分	6
刷新	shua1 xin1	to renovate	翻新修整使更新	6
刷新	shua1 xin1	to refurbish	整修并恢复或更新设备物品	6
刷新	shua1 xin1	to refresh (computer window)	刷新电脑或网页显示内容	6
刷新	shua1 xin1	to write a new page (in history)	开创新的历史篇章	6
刷新	shua1 xin1	to break (a record)	刷新或打破既有纪录	6
指挥部	zhi3 hui1 bu4	headquarters	进行指挥决策的机构	6
指挥部	zhi3 hui1 bu4	command post	现场指挥的临时指挥所	6
病房	bing4 fang2	ward (of a hospital)	医院中供病人住的房间或病区	1
