word	pinyin	english	chinese	num_sentences_needed
击败	ji1 bai4	to defeat	在比赛或战斗中战胜对方	7
击败	ji1 bai4	to beat	彻底打垮或击溃对手	7
园	Yuan2	surname Yuan	园姓	7
园	yuan2	land used for growing plants	用于栽培植物的土地	7
园	yuan2	site used for public recreation	供公众休憩游玩的场所	7
收藏	shou1 cang2	to collect (works of art, dolls, antiques etc); to put away for safekeeping; (Internet) to bookmark	收藏艺术品或珍玩并保管	7
收藏	shou1 cang2	a collection	被收藏的物品或珍藏品	2
整	zheng3	(bound form) whole; complete; entire; (before a measure word) whole; (before or after number + measure word) exactly	整体完整的全部	7
整	zheng3	(bound form) in good order; tidy; neat	井然有序整齐	7
整	zheng3	(bound form) to put in order; to straighten	整理或收拾使归位	7
