word	pinyin	english	chinese	num_sentences_needed
转写	zhuan3 xie3	to transliterate; to transcribe	按发音或文字进行转录	6
转写	zhuan3 xie3	to transfer words onto a surface by direct contact (as with a decal)	以转印方式把文字印到表面	6
枢纽	shu1 niu3	hub (e.g. of traffic network)	交通或系统的中心枢纽	6
枢纽	shu1 niu3	hinge	连接部分的铰链或转动接头	6
枢纽	shu1 niu3	pivot	旋转或运动的支点	6
枢纽	shu1 niu3	fulcrum	杠杆等的支撑点或受力点	6
辣	la4	hot (spicy)	味道辛辣，刺激口腔	6
辣	la4	pungent	辛辣带有强烈刺鼻气味	6
辣	la4	(of chili pepper, raw onions etc) to sting	（辣椒、生洋葱等）刺痛眼鼻或皮肤	6
辣	la4	to burn	产生灼热或灼痛的感觉	6
