word	pinyin	english	chinese	num_sentences_needed
申	shen1	to state	陈述事实或意见	6
申	shen1	to explain	解释说明原因或道理	6
申	shen1	9th earthly branch: 3-5 p.m., 7th solar month (7th August-7th September), year of the Monkey	地支第九位，时段下午三点至五点	6
申	shen1	ancient Chinese compass point: 240°	古代方位之一，指向240度	6
出包	chu1 bao1	to contract out	将工程或业务分包外包	6
出包	chu1 bao1	to run into problems	发生差错或意外问题	6
拿获	na2 huo4	to capture	抓获并控制目标人员或物件	5
拿获	na2 huo4	to apprehend	逮捕并移交司法处理	6
到场	dao4 chang3	to show up	到场出席或出现	1
到场	dao4 chang3	present (at the scene)	在现场或在场参与	6
