word	pinyin	english	chinese	num_sentences_needed
牛顿	Niu2 dun4	Sir Isaac Newton (1642-1727), British mathematician and physicist	英国物理学家艾萨克·牛顿	6
牛顿	niu2 dun4	newton (SI unit of force)	力的国际单位牛顿	5
高论	gao1 lun4	enlightening remarks (honorific)	启发性的高见	6
高论	gao1 lun4	brilliant views	卓越的观点或论断	1
豆	dou4	legume; pulse; bean; pea (CL:顆|颗[ke1],粒[li4]) (variant of 豆[dou4])	豆科植物或豆类	6
豆	dou4	legume; pulse; bean; pea (CL:顆|颗[ke1],粒[li4])	豆类或豆荚	6
豆	dou4	(old) stemmed cup or bowl	带柄的古代杯或碗	6
菌	jun1	germ	病原微生物	6
菌	jun1	bacteria	细菌	6
菌	jun1	fungus	真菌	6
