word	pinyin	english	chinese	num_sentences_needed
不满	bu4 man3	(before a number) to be less than	少于某一数值	7
北京人	Bei3 jing1 ren2	Beijing resident	居住在北京的居民	7
北京人	Bei3 jing1 ren2	Peking ape-man, Homo erectus pekinensis (c. 600,000 BC), discovered in 1921 at Zhoukoudian 周口店[Zhou1 kou3 dian4], Beijing	周口店发现的史前直立人化石	7
印象	yin4 xiang4	impression (sth that stays in one's mind)	留在脑海的印象	7
印象	yin4 xiang4	a memory	对往事的记忆或回想	2
圣	ku1	(literary) to dig with persistent effort (e.g. to gather wild vegetables)	文言：反复挖掘以采集野菜	7
圣	sheng4	(bound form) peerless (in wisdom, moral virtue, skill etc)	智慧或德行无与伦比	7
圣	sheng4	(bound form) peerless individual; paragon (sage, saint, emperor, master of a skill etc)	超凡脱俗的典范人物	7
圣	sheng4	(bound form) holy; sacred	神圣庄严有宗教意义	7
她经济	ta1 jing1 ji4	"""she-economy"" reflecting women's economic contribution"	以女性消费与影响力为核心的经济现象	7
