word	pinyin	english	chinese	num_sentences_needed
熟	shu2	(of sleep etc) deep; profound	睡眠等状态深沉安稳	7
片段	pian4 duan4	fragment (of speech etc)	话语或表述的不连贯部分	7
片段	pian4 duan4	extract (from book etc)	文献或作品中的摘录一段	7
片段	pian4 duan4	episode (of story etc)	故事或剧集中的一段情节	2
高潮	gao1 chao2	high tide; high water	涨潮时的高潮水位	7
高潮	gao1 chao2	upsurge; peak of activity	活动或情绪的高涨阶段	7
高潮	gao1 chao2	climax (of a story, a competition etc)	故事或事件的高潮顶点	7
高潮	gao1 chao2	to have an orgasm	性高潮	7
往来	wang3 lai2	dealings	人与人之间的交往或交易往来	2
往来	wang3 lai2	contacts	保持联系或互相接触的关系	7
