word	pinyin	english	chinese	num_sentences_needed
主管	zhu3 guan3	manager	管理或经营组织的经理	7
杯	bei1	cup	盛饮料的器皿	7
杯	bei1	trophy cup	比赛或赛事颁发的奖杯	7
杯	bei1	classifier for certain containers of liquids: glass, cup	用于杯类容器的量词	7
炸弹	zha4 dan4	bomb	具有爆炸性的武器或装置	7
为止	wei2 zhi3	until	直到某一时间或范围为止	2
为止	wei2 zhi3	(used in combination with words like 到[dao4] or 至[zhi4] in constructs of the form 到...為止|到...为止)	表示到达某限度后停止	7
人为	ren2 wei2	artificial	人工的，非自然产生的	7
人为	ren2 wei2	man-made	人造的，由人制造的	7
人为	ren2 wei2	having human cause or origin	由人引起或有人为成因的	1
