word	pinyin	english	chinese	num_sentences_needed
舍不得	she3 bu5 de5	to hate to part with	不愿与人或物分离，舍不得丢弃	6
舍不得	she3 bu5 de5	to begrudge	吝惜不肯付出，心生怨惜	6
剂量	ji4 liang4	dosage	药物或化学品的用量	6
剂量	ji4 liang4	prescribed dose of medicine	医嘱规定的用药剂量	6
附件	fu4 jian4	appendix (in a document)	文件末尾的补充说明部分	6
附件	fu4 jian4	enclosure (accompanying a document)	随函随件一并寄送的资料	6
附件	fu4 jian4	accessory (for a car, computer etc)	用于设备的附属配件	1
附件	fu4 jian4	(anatomy) adnexa	解剖学上的附件器官	2
邮箱	you2 xiang1	mailbox	放置或接收信件的箱子	6
邮箱	you2 xiang1	post office box	个人在邮局租用的信箱	6
