word	pinyin	english	chinese	num_sentences_needed
媳妇	xi2 fu4	wife of a younger brother or relative of the younger generation	弟弟或晚辈亲属的妻子	7
媳妇	xi2 fu5	(dialect) wife	方言中对妻子的称呼	7
媳妇	xi2 fu5	(dialect) young married woman	方言指年轻已婚妇女	7
嫁	jia4	(of a woman) to marry	女性出嫁，成婚	7
嫁	jia4	to marry off a daughter	把女儿嫁出，为女儿安排婚事	7
嫁	jia4	to shift (blame etc)	把责任或过错转移给他人	7
新年	xin1 nian2	New Year	新年或岁首	7
一口	yi1 kou3	readily	毫不犹豫地一下子	7
一口	yi1 kou3	flatly (deny, admit and so on)	断然否认或断然承认的方式	5
一口	yi1 kou3	a mouthful	一口能含的分量	5
