word	pinyin	english	chinese	num_sentences_needed
兵器	bing1 qi4	weaponry	武器系统与作战装备总体	6
兵器	bing1 qi4	weapons	单件武器或作战器械	6
兵器	bing1 qi4	arms	用于战争或战斗的各种兵器	1
袭	xi2	(bound form) to raid; to attack	发动突袭或攻击	6
袭	xi2	(bound form) to continue the pattern; to perpetuate	延续既有的做法或传统	6
袭	xi2	(literary) classifier for suits of clothing or sets of bedding	用于成套衣物或被褥的量词	6
章节	zhang1 jie2	chapter	书籍或文献的篇章部分	1
章节	zhang1 jie2	section	文章或法规中的分节部分	6
角逐	jue2 zhu2	to tussle	激烈争夺	6
角逐	jue2 zhu2	to contend	竞争性争取	6
