word	pinyin	english	chinese	num_sentences_needed
水电	shui3 dian4	plumbing and electricity	指水暖与电力的安装与系统	6
执政党	zhi2 zheng4 dang3	ruling party	掌握国家政权的政党	6
执政党	zhi2 zheng4 dang3	the party in power	当前在位并执掌政府的政党	6
检	jian3	to check	核对或查验事物的正确性	6
检	jian3	to examine	对事物进行仔细检查或审查	6
检	jian3	to inspect	视察现场或巡查监督情况	6
检	jian3	to exercise restraint	自我约束或节制行为	6
决战	jue2 zhan4	decisive battle	决定胜负的战役	6
决战	jue2 zhan4	to fight a decisive battle	进行决定性战役	6
决战	jue2 zhan4	to fight for supremacy in ...	为争夺优势或统治权进行决战	3
