word	pinyin	english	chinese	num_sentences_needed
实例	shi2 li4	demonstration	演示或示范的情形	6
实例	shi2 li4	(computing) instance	计算机中的实例对象	6
服务员	fu2 wu4 yuan2	waiter	男性服务生，负责上菜与招待	6
服务员	fu2 wu4 yuan2	waitress	女性服务人员，负责餐厅服务	6
服务员	fu2 wu4 yuan2	attendant	负责辅助性工作的服务人员	6
服务员	fu2 wu4 yuan2	customer service personnel	客户服务人员，处理咨询与投诉	6
不通	bu4 tong1	to be obstructed	交通或管路被阻塞不能通行	6
不通	bu4 tong1	to be blocked up	沟通不畅，无法顺利交流	6
不通	bu4 tong1	to be impassable	路或通道无法通达	6
不通	bu4 tong1	to make no sense	言语文字难以理解或不明白	6
