word	pinyin	english	chinese	num_sentences_needed
自由职业	zi4 you2 zhi2 ye4	self-employed	以个人名义独立从事工作	6
自由职业	zi4 you2 zhi2 ye4	profession	以专业技能为生的职业身份	6
致敬	zhi4 jing4	to salute	以礼节或动作表示敬礼	6
致敬	zhi4 jing4	to pay one's respects to	向某人表示尊重或敬意	6
致敬	zhi4 jing4	to pay tribute to	公开表扬并表达敬佩	6
致敬	zhi4 jing4	to pay homage to	以仪式性形式表达崇敬	6
小人	xiao3 ren2	I, me (used to refer humbly to oneself)	自称的谦辞，指我自己	6
小人	xiao3 ren2	nasty person	卑鄙刻薄的人	6
小人	xiao3 ren2	vile character	品性恶劣的坏人	6
少间	shao3 jian4	soon	不久	6
