word	pinyin	english	chinese	num_sentences_needed
迈进	mai4 jin4	to stride forward	大步向前行进	6
迈进	mai4 jin4	to forge ahead	奋勇前进积极推进发展	6
国安	guo2 an1	national security (abbr. for 國家安全|国家安全[guo2 jia1 an1 quan2])	国家安全	6
国安	guo2 an1	national security act	关于国家安全的法案或法规	6
国安	guo2 an1	state security agency	负责维护国家安全的机构	6
收养	shou1 yang3	to take in and care for (an elderly person, a dog etc)	收留并照顾年迈或动物等	6
收养	shou1 yang3	to adopt (a child)	法律上收养儿童成为家长	6
收养	shou1 yang3	adoption	把孩子正式纳入家庭的行为	1
地史	di4 shi3	earth history	地球演化的历史	6
地史	di4 shi3	geological history	关于地质演变的历史记录	6
