word	pinyin	english	chinese	num_sentences_needed
王法	wang2 fa3	the law	国家或统治者制定的法令	4
王法	wang2 fa3	the law of the land	一国之法律或国法	4
王法	wang2 fa3	the law of a state (in former times)	古代国家所施行的法令	6
王法	wang2 fa3	criterion	判断是非的准则或标准	6
王牌	wang2 pai2	(card games) trump card	牌类游戏中的主牌或王牌	6
王牌	wang2 pai2	(fig.) ace; star player; top performer; best asset; secret weapon	最有价值的王牌人物或优势武器	6
成体	cheng2 ti3	adult	成熟个体	6
成体	cheng2 ti3	fully formed	形态已完全成形	6
成体	cheng2 ti3	developed	发育成熟且功能完善	6
做掉	zuo4 diao4	to kill	杀死	6
