word	pinyin	english	chinese	num_sentences_needed
兴起	xing1 qi3	to burgeon	快速发展并繁盛	7
兴起	xing1 qi3	to be aroused	情绪或行动被唤起	7
兴起	xing1 qi3	to come into vogue	逐渐流行成为风尚	7
类别	lei4 bie2	classification	将事物划分的方式或过程	7
类别	lei4 bie2	category	归属的种类或范畴	2
州长	zhou1 zhang3	governor (of a province or colony)	省或殖民地的行政长官	7
州长	zhou1 zhang3	(US) state governor	美国各州的州长	7
州长	zhou1 zhang3	(Australian) state premier	澳大利亚州的政府首脑	7
工作报告	gong1 zuo4 bao4 gao4	working report	工作进展或情况的书面报告	7
工作报告	gong1 zuo4 bao4 gao4	operating report	设备或企业运行状况的报告	7
