word	pinyin	english	chinese	num_sentences_needed
保姆	bao3 mu3	housekeeper	负责家务的家庭帮手	6
菊花	ju2 hua1	chrysanthemum	菊属的花卉	6
菊花	ju2 hua1	(TCM) chrysanthemum flower	中医药用的菊花	6
菊花	ju2 hua1	(slang) anus	肛门	6
倒手	dao3 shou3	to change hands (of merchandise)	商品易主后再次出售	6
戒严	jie4 yan2	to impose martial law	实行军事管制	6
戒严	jie4 yan2	to impose emergency measures	实施紧急状态下的管制	6
假条	jia4 tiao2	leave of absence request (from work or school)	用于请假的书面证明	1
假条	jia4 tiao2	excuse note	说明不能出席理由的便条或证明	6
班级	ban1 ji2	class (group of students)	学生组成的班级	6
