word	pinyin	english	chinese	num_sentences_needed
无知	wu2 zhi1	ignorance	知识或认知的缺乏即无学识	2
隐瞒	yin3 man2	to conceal	隐藏事实或信息	7
隐瞒	yin3 man2	to hide (a taboo subject)	对忌讳或敏感话题讳言不说	7
隐瞒	yin3 man2	to cover up the truth	掩饰真相以误导他人	7
庇护	bi4 hu4	to shelter; to protect; to provide refuge	收容并提供避难处所	7
庇护	bi4 hu4	(law) asylum	法律上的避难或保护权	7
强行	qiang2 xing2	to do sth by force	以强制或暴力手段进行	2
物价	wu4 jia4	(commodity) prices	商品的市场价格	2
鲜明	xian1 ming2	(of colors) bright; fresh and clear	颜色鲜明清晰	2
鲜明	xian1 ming2	clear-cut; distinct	界限或特征分明	2
