word	pinyin	english	chinese	num_sentences_needed
走线	zou3 xian4	a route of such illegal migration	偷渡或非法移民所经路线	6
取决于	qu3 jue2 yu2	to hinge on	以...为判断或处理的依据	6
取决于	qu3 jue2 yu2	to be decided by	由...来决定结果或命运	6
取决于	qu3 jue2 yu2	to depend on	依赖于特定条件或环境	6
起作用	qi3 zuo4 yong4	to have an effect	对事物造成影响	6
起作用	qi3 zuo4 yong4	to play a role	在某情境中承担特定职责	6
起作用	qi3 zuo4 yong4	to be operative	处于可操作状态并生效	6
起作用	qi3 zuo4 yong4	to work	起到预期的效果	6
起作用	qi3 zuo4 yong4	to function	履行特定功能	6
换成	huan4 cheng2	to exchange (sth) for (sth else)	交换为另一物	6
